,ECO_NAME,REALM,flow_name,cf
63277,Western shortgrass prairie,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,3.2128503
63357,Western Siberian hemiboreal forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.61520004
63437,Westland temperate forests,Australasia,Rainfed_Wheat_residues_removed_from_the_field,137.36101
63517,Willamette Valley oak savanna,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,12.010421
63757,Wyoming Basin shrub steppe,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,2.8552303
63837,Xingu-Tocantins-Araguaia moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,43.1797
63917,Yamal-Gydan tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.5836774
64157,Yarlung Zanbo arid steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,21.116611
64237,Yellow Sea saline meadow,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,5.6552086
64397,Yucatán moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,12.815308
64477,Yunnan Plateau subtropical evergreen forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,75.15386
64557,Zagros Mountains forest steppe,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,7.8194737
64877,Dry miombo woodlands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,23.613462
65037,Zambezian flooded grasslands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,9.649347
65117,Zambezian mopane woodlands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,5.7760987
65197,Brazilian Atlantic dry forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,16.851072
65277,Northern Cordillera forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,9.738096
65437,Victoria Basin forest-savanna,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,28.156456
65597,East African montane moorlands,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,35.37589
65677,Queen Charlotte Islands conifer forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,69.90079
65757,Northern Pacific Alaskan coastal forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,67.59155
65837,Northwest Territories taiga,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,0.3069665
66157,Arabian desert,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,0.26241148
66397,Kamchatka tundra,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,11.320956
66477,Tocantins/Pindare moist forests,Neotropic,Rainfed_Wheat_residues_removed_from_the_field,25.950205
66637,North Cascades conifer forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,79.90071
66717,Northern Rockies conifer forests,Nearctic,Rainfed_Wheat_residues_removed_from_the_field,22.035961
67197,North Atlantic moist mixed forests,Palearctic,Rainfed_Wheat_residues_removed_from_the_field,13.882191
67517,East African montane forests,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,31.983118
67597,Eastern Arc forests,Afrotropic,Rainfed_Wheat_residues_removed_from_the_field,98.35213
